醫事機構代碼,醫事機構名稱,主責機構註記,醫事機構地址,醫事機構電話,生效起日,生效迄日,整合團隊代碼,整合團隊名稱
3534022148,簡世霖復健科診所,,宜蘭縣羅東鎮倉前路７７之６、７７之７、７９號１樓,(03)9566619,20190107,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534022175,林嵩雅診所,,宜蘭縣羅東鎮維揚路９６號１、２樓,(03)9518208,20190819,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534022184,村却診所,,宜蘭縣羅東鎮中正路６１號１樓,(03)9572666,20240528,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534030122,吳慶順診所,,宜蘭縣蘇澳鎮華中街５號,(03)9969747,20170523,29101231,HM34020001,羅東聖母醫院居家醫療照護整合
3534030122,吳慶順診所,,宜蘭縣蘇澳鎮華中街５號,(03)9969747,20170601,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534030140,俞國棟診所,,宜蘭縣蘇澳鎮蘇港路３６９號,(03)9951396,20170523,29101231,HM34020001,羅東聖母醫院居家醫療照護整合
3534030140,俞國棟診所,,宜蘭縣蘇澳鎮蘇港路３６９號,(03)9951396,20180323,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534031370,金明診所,,宜蘭縣蘇澳鎮南安路１７５號,(03)9964138,20200604,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3534031469,健生全民診所,,宜蘭縣蘇澳鎮南寧路４４號,(03)9973856,20170724,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534031549,健仁內科診所,,宜蘭縣蘇澳鎮興安路３２號１樓,(03)9906695,20181213,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3534040084,仁宏診所,,宜蘭縣頭城鎮纘祥路７９－２號,(03)9776568,20170206,29101231,HM34010001,陽大居家醫療照護團隊
3534040084,仁宏診所,,宜蘭縣頭城鎮纘祥路７９－２號,(03)9776568,20170601,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534040093,博生診所,,宜蘭縣頭城鎮城東里中庸街２３號,(03)9778985,20181213,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3534040093,博生診所,,宜蘭縣頭城鎮城東里中庸街２３號,(03)9778985,20170206,29101231,HM34010001,陽大居家醫療照護團隊
3534040093,博生診所,,宜蘭縣頭城鎮城東里中庸街２３號,(03)9778985,20170601,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534040100,頭城診所,,宜蘭縣頭城鎮城西里開蘭路５０號,(03)9777107,20170206,29101231,HM34010001,陽大居家醫療照護團隊
3534040100,頭城診所,,宜蘭縣頭城鎮城西里開蘭路５０號,(03)9777107,20170601,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534040119,照仁診所,,宜蘭縣頭城鎮吉祥路８８巷２７號,(03)9775101,20170601,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534040119,照仁診所,,宜蘭縣頭城鎮吉祥路８８巷２７號,(03)9775101,20170206,29101231,HM34010001,陽大居家醫療照護團隊
3534041198,大溪聖母診所,,宜蘭縣頭城鎮大溪里濱海路５段１７２巷１號１樓,(03)9782188,20230117,29101231,HM34020001,羅東聖母醫院居家醫療照護整合
3534050197,吳震世診所,,宜蘭縣礁溪鄉大忠村中山路１段９９號,(03)9871268,20240506,29101231,HM34020004,宜家醫居家醫療照護團隊
3534051274,安信診所,,宜蘭縣礁溪鄉中山路１段２３０號１樓,(03)9888001,20170601,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534051274,安信診所,,宜蘭縣礁溪鄉中山路１段２３０號１樓,(03)9888001,20170206,29101231,HM34010001,陽大居家醫療照護團隊
3534051274,安信診所,,宜蘭縣礁溪鄉中山路１段２３０號１樓,(03)9888001,20170101,29101231,HM34070001,臺北榮民總醫院員山分院團隊
3534061092,大福診所,,宜蘭縣壯圍鄉壯濱路６段２３１號,(03)9308842,20181213,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3534061092,大福診所,,宜蘭縣壯圍鄉壯濱路６段２３１號,(03)9308842,20170601,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534061118,愛德仁診所,,宜蘭縣壯圍鄉吉祥村壯五路６８之５號１樓,(03)9372614,20210104,29101231,HM34020003,羅東博愛醫院居家醫療整合照護
3534061118,愛德仁診所,,宜蘭縣壯圍鄉吉祥村壯五路６８之５號１樓,(03)9372614,20181213,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3534061118,愛德仁診所,,宜蘭縣壯圍鄉吉祥村壯五路６８之５號１樓,(03)9372614,20190123,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534061118,愛德仁診所,,宜蘭縣壯圍鄉吉祥村壯五路６８之５號１樓,(03)9372614,20190212,29101231,HM34020001,羅東聖母醫院居家醫療照護整合
3534070108,張世屏診所,,宜蘭縣員山鄉員山村員山路１段１６６號,(03)9223909,20210806,29101231,HM34010001,陽大居家醫療照護團隊
3534071123,信望愛診所,,宜蘭縣員山鄉復興路６號,(03)9221550,20190215,29101231,HM34020003,羅東博愛醫院居家醫療整合照護
3534071123,信望愛診所,,宜蘭縣員山鄉復興路６號,(03)9221550,20170802,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534071123,信望愛診所,,宜蘭縣員山鄉復興路６號,(03)9221550,20160920,29101231,HM34010001,陽大居家醫療照護團隊
3534071123,信望愛診所,,宜蘭縣員山鄉復興路６號,(03)9221550,20181015,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3534071141,心安診所,,宜蘭縣員山鄉員山路１段３０２號,(03)9232878,20250729,29101231,HM34020003,羅東博愛醫院居家醫療整合照護
3534071141,心安診所,,宜蘭縣員山鄉員山路１段３０２號,(03)9232878,20181015,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3534071141,心安診所,,宜蘭縣員山鄉員山路１段３０２號,(03)9232878,20180124,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534080104,徐診所,,宜蘭縣冬山鄉南興村照安路３３巷１８號１樓,(03)9590923,20170601,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534080104,徐診所,,宜蘭縣冬山鄉南興村照安路３３巷１８號１樓,(03)9590923,20181015,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3534081183,古醫生保健診所,,宜蘭縣冬山鄉義成路３段５００號,(03)9585950,20170601,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534081183,古醫生保健診所,,宜蘭縣冬山鄉義成路３段５００號,(03)9585950,20170523,29101231,HM34020001,羅東聖母醫院居家醫療照護整合
3534081183,古醫生保健診所,,宜蘭縣冬山鄉義成路３段５００號,(03)9585950,20181015,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3534081192,吳靜雯診所,,宜蘭縣冬山鄉冬山路６之２號１樓,(03)9590602,20230504,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534081209,奕康內科診所,,宜蘭縣冬山鄉義成路３段３２９號１樓,(03)9680102,20230414,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534081209,奕康內科診所,,宜蘭縣冬山鄉義成路３段３２９號１樓,(03)9680102,20230510,29101231,HM34020004,宜家醫居家醫療照護團隊
3534091214,宏安診所,,宜蘭縣五結鄉中正路１段１６８號,(03)9576893,20170601,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534101064,仁佑診所,,宜蘭縣三星鄉三星路５段６７號,(03)9892573,20220304,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3534101064,仁佑診所,,宜蘭縣三星鄉三星路５段６７號,(03)9892573,20220430,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3534101082,聖路加診所,,宜蘭縣三星鄉義德村２鄰三星路５段４９號,(03)9895028,20180406,29101231,HM34020003,羅東博愛醫院居家醫療整合照護
3534101082,聖路加診所,,宜蘭縣三星鄉義德村２鄰三星路５段４９號,(03)9895028,20181015,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3534101082,聖路加診所,,宜蘭縣三星鄉義德村２鄰三星路５段４９號,(03)9895028,20170601,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3535010035,劉士桐診所,,苗栗縣苗栗市上苗里中正路９５號,(037)263839,20171220,29101231,HM35010001,心苗栗
3535010188,仁暉診所,,苗栗縣苗栗市綠苗里中正路７２３號,(037)322119,20180510,29101231,HM35010001,心苗栗
3535010393,彭內科診所,,苗栗縣苗栗市中苗里中正路５１９號,(037)320518,20170922,29101231,HM35010001,心苗栗
3535010517,楊宏源診所,,苗栗縣苗栗市青苗里至公路２８號,(037)352120,20170322,29101231,HM35010002,大千
3535010795,何智博診所,,苗栗縣苗栗市青苗里至公路６２號,(037)330137,20171012,29101231,HM35010001,心苗栗
3535010802,吳耳鼻喉科診所,,苗栗縣苗栗市中山路４７０號,(037)329666,20170829,29101231,HM35010001,心苗栗
3535012011,天恩診所,,苗栗縣苗栗市中正路２５號１樓及２９號１樓、社寮街４６號１樓,(037)277295,20170621,29101231,HM35010003,衛生福利部苗栗醫院居家醫療團隊
3535012011,天恩診所,,苗栗縣苗栗市中正路２５號１樓及２９號１樓、社寮街４６號１樓,(037)277295,20201216,29101231,HM35010002,大千
3535012011,天恩診所,,苗栗縣苗栗市中正路２５號１樓及２９號１樓、社寮街４６號１樓,(037)277295,20200109,29101231,HM35050001,為恭居家醫療照護整合團隊
3535012011,天恩診所,V,苗栗縣苗栗市中正路２５號１樓及２９號１樓、社寮街４６號１樓,(037)277295,20160523,29101231,HM35010001,心苗栗
3535012048,楊國君診所,,苗栗縣苗栗市中山路１７９號１樓,(037)330397,20161109,29101231,HM35010001,心苗栗
3535012066,趙耳鼻喉科診所,,苗栗縣苗栗市至公路19號1樓,(037)326370,20160523,29101231,HM35010001,心苗栗
3535012075,台糖診所,,苗栗縣苗栗市中正路１２９３號,(037)369147,20240823,29101231,HM35050002,心風采
3535012075,台糖診所,,苗栗縣苗栗市中正路１２９３號,(037)369147,20170509,29101231,HM35010001,心苗栗
3535012235,舒康診所,,苗栗縣苗栗市信義街31號2樓,(037)366112,20230627,29101231,HM35010002,大千
3535012459,福苗診所,,苗栗縣苗栗市中山路１８０-１(一樓)、１８０-２(一樓),(037)350009,20220922,29101231,HM35010002,大千
3535020120,王內科精神科診所,,苗栗縣苑裡鎮苑南里中山路１４８號,(037)862888,20160704,29101231,HM35010001,心苗栗
3535021341,善美診所,,苗栗縣苑裡鎮房裡里北房10-3及10-4號1-2樓,(037)869966,20180214,29101231,HM35010001,心苗栗
3535021396,良宜診所,,苗栗縣苑裡鎮建國路１０６號１樓,(037)860937,20160523,29101231,HM35010001,心苗栗
3535021510,真心診所,,苗栗縣苑裡鎮苑南里忠勇街３號１樓,(037)854290,20200604,29101231,HM35050002,心風采
3535021565,里仁診所,,苗栗縣苑裡鎮苑南里１０鄰和平路１８０號１樓,(037)865168,20250611,29101231,HM35050002,心風采
3535030019,新仁診所,,苗栗縣通霄鎮通西里和平路６０號,(037)752655,20191203,29101231,HM35050002,心風采
3535030288,宜佑診所,,苗栗縣通霄鎮通西里中興路４９號,(037)757307,20160523,29101231,HM35010001,心苗栗
3535040293,黃正昇診所,,苗栗縣竹南鎮竹南里光復路６８號,(037)466735,20170817,29101231,HM35050001,為恭居家醫療照護整合團隊
3535040293,黃正昇診所,,苗栗縣竹南鎮竹南里光復路６８號,(037)466735,20161111,29101231,HM35050002,心風采
3535040319,吳診所,,苗栗縣竹南鎮正南里民治街９號,(037)474164,20160523,29101231,HM35050002,心風采
3535040337,威德內科診所,,苗栗縣竹南鎮竹南里光復路112號,(037)474676,20181217,29101231,HM35050002,心風采
3535040337,威德內科診所,,苗栗縣竹南鎮竹南里光復路112號,(037)474676,20220101,29101231,HM33030001,馨愛
3535041638,宏安診所,,苗栗縣竹南鎮光復路２６５號１樓,(037)466689,20160523,29101231,HM35050002,心風采
3535041647,宏仁診所,,苗栗縣竹南鎮中港里12鄰守法街2-13號1、3、4樓,(037)593771,20170817,29101231,HM35050001,為恭居家醫療照護整合團隊
3535041736,聖福診所,,苗栗縣竹南鎮聖福里２６鄰龍天路１７號１樓,(037)480055,20170817,29101231,HM35050001,為恭居家醫療照護整合團隊
3535041745,竹南診所,,苗栗縣竹南鎮光復路２７２號,(037)470709,20191104,29101231,HM35010002,大千
3535050146,祥安診所,,苗栗縣頭份市中華路９２８、９３０號１樓,(037)667985,20180821,29101231,HM35050002,心風采
3535050191,陳晟康眼科診所,V,苗栗縣頭份市民族里中華路９９９號,(037)680888,20160523,29101231,HM35050002,心風采
3535050235,莊耳鼻喉科診所,,苗栗縣頭份市信義里中華路９３８號,(037)681787,20190925,29101231,HM35050002,心風采
3535050388,吳金垣小兒科診所,,苗栗縣頭份市自強路３５號,(037)688181,20170817,29101231,HM35050001,為恭居家醫療照護整合團隊
3535051509,晟新診所,,苗栗縣頭份市東興路６３號,(037)661115,20170817,29101231,HM35050001,為恭居家醫療照護整合團隊
3535051527,何智超診所,,苗栗縣頭份市東興路64號1樓,(037)595166,20200521,29101231,HM35050001,為恭居家醫療照護整合團隊
3535051830,黃耳鼻喉科診所,,苗栗縣頭份市中華路９３８號１樓,(037)681787,20190925,29101231,HM35050002,心風采
3535060222,張聯合診所,,苗栗縣後龍鎮北龍里中華路６０號之１２,(037)722333,20170509,29101231,HM35010001,心苗栗
3535061265,新光診所,,苗栗縣後龍鎮中北街６８之５號,(037)733151,20190201,29101231,HM35010001,心苗栗
3535061434,後龍診所,,苗栗縣後龍鎮中山路１２１號１－３樓及１２３號１－４樓,(037)773088,20170623,29101231,HM35010002,大千
3535090060,張仲達診所,,苗栗縣公館鄉館東村大同路１２８號,(037)220357,20220110,29101231,HM35010002,大千
3535090060,張仲達診所,,苗栗縣公館鄉館東村大同路１２８號,(037)220357,20210819,29101231,HM35010003,衛生福利部苗栗醫院居家醫療團隊
3535090060,張仲達診所,,苗栗縣公館鄉館東村大同路１２８號,(037)220357,20160523,29101231,HM35010001,心苗栗
3535091165,祥恩診所,,苗栗縣公館鄉館中村5鄰大同路９１號１樓,(037)220118,20211126,29101231,HM35050002,心風采
3535091245,公館診所,,苗栗縣公館鄉館東村５鄰安東街８號,(037)228834,20180913,29101231,HM35010002,大千
3535100089,佑誠診所,,苗栗縣銅鑼鄉銅鑼村新興路３之１號,(037)986799,20190422,29101231,HM35010001,心苗栗
3535101095,平安診所,,苗栗縣銅鑼鄉中正路８４－３號１樓,(037)987645,20180214,29101231,HM35010001,心苗栗
3535101095,平安診所,,苗栗縣銅鑼鄉中正路８４－３號１樓,(037)987645,20170301,29101231,HM35010002,大千
3535121104,大仁診所,,苗栗縣頭屋鄉尖豐路78號,(037)251365,20160704,29101231,HM35010001,心苗栗
3535121113,佑安診所,,苗栗縣頭屋鄉中山街7-2號,(037)256657,20181211,29101231,HM35010001,心苗栗
3535131253,慈健診所,,苗栗縣三義鄉廣盛村７鄰復興路４６─１號１樓,(037)878705,20160523,29101231,HM35010001,心苗栗
3535141053,三湖診所,,苗栗縣西湖鄉店仔街42號1樓,(037)921218,20160523,29101231,HM35010001,心苗栗
3535151139,大坪診所,,苗栗縣造橋鄉大西村8鄰尖豐路93號1樓,(037)542553,20160523,29101231,HM35010001,心苗栗
3535161046,三灣診所,,苗栗縣三灣鄉三灣村9鄰中正路91號,(037)834233,20200521,29101231,HM35050001,為恭居家醫療照護整合團隊
3535161046,三灣診所,,苗栗縣三灣鄉三灣村9鄰中正路91號,(037)834233,20180718,29101231,HM35050002,心風采
3535161046,三灣診所,,苗栗縣三灣鄉三灣村9鄰中正路91號,(037)834233,20221213,29101231,HM35010001,心苗栗
3535181119,泰安診所,,苗栗縣泰安鄉清安村1鄰12號1樓,(037)941388,20200716,29101231,HM35050002,心風采
3536010342,林政光小兒科診所,,臺中市豐原區中山里府前街９６號,(04)25263342,20220208,29101231,HM36010001,馨豐
3536010799,重仁骨科診所,V,臺中市豐原區頂街里中山路４８７號,(04)25237075,20160614,29101231,HM36100001,心分享
3536010833,洪榮信診所,,臺中市豐原區社皮里中正路８８８號,(04)25287157,20171127,29101231,HM36110001,天使團隊
3536010879,呂揚德內科診所,,臺中市豐原區頂街里中正路１０４－１號,(04)25276200,20190318,29101231,HM36010003,豐原醫院居家醫療
3536011367,榮逸廟東診所,,臺中市豐原區中正路２３４號,(04)25251598,20230906,29101231,HM03180002,福新居家醫療團隊
3536011367,榮逸廟東診所,,臺中市豐原區中正路２３４號,(04)25251598,20230912,29101231,HM17010002,澄清綜合醫院
3536011367,榮逸廟東診所,,臺中市豐原區中正路２３４號,(04)25251598,20230808,29101231,HM17040002,中山
3536011367,榮逸廟東診所,,臺中市豐原區中正路２３４號,(04)25251598,20230824,29101231,HM36010004,豐之采
3536011367,榮逸廟東診所,,臺中市豐原區中正路２３４號,(04)25251598,20231026,29101231,HM17060002,臺中榮民總醫院
3536011367,榮逸廟東診所,,臺中市豐原區中正路２３４號,(04)25251598,20221021,29101231,HM03190002,長安醫院居家醫療照護團隊
3536011376,中新診所,,臺中市豐原區頂街里中正路１３６號,(04)25227308,20190903,29101231,HM36010003,豐原醫院居家醫療
3536011376,中新診所,,臺中市豐原區頂街里中正路１３６號,(04)25227308,20171228,29101231,HM36110001,天使團隊
3536011465,吳志修耳鼻喉科診所,,臺中市豐原區中山路３４５、３４７號１樓,(04)25120295,20180208,29101231,HM36110001,天使團隊
3536012515,張宗聖耳鼻喉科診所,,臺中市豐原區中正路６６號１樓,(04)25200049,20180227,29101231,HM36010003,豐原醫院居家醫療
3536012542,永福診所,,臺中市豐原區社皮里中正路７０１號,(04)25280042,20191209,29101231,HM36190001,真善美
3536012542,永福診所,,臺中市豐原區社皮里中正路７０１號,(04)25280042,20180331,29101231,HM36010003,豐原醫院居家醫療
3536012542,永福診所,,臺中市豐原區社皮里中正路７０１號,(04)25280042,20201028,29101231,HM36010004,豐之采
3536012542,永福診所,,臺中市豐原區社皮里中正路７０１號,(04)25280042,20180309,29101231,HM03180001,慈心
3536012542,永福診所,,臺中市豐原區社皮里中正路７０１號,(04)25280042,20171027,29101231,HM36110001,天使團隊
3536012542,永福診所,,臺中市豐原區社皮里中正路７０１號,(04)25280042,20171026,29101231,HM17060002,臺中榮民總醫院
3536012542,永福診所,,臺中市豐原區社皮里中正路７０１號,(04)25280042,20210426,29101231,HM17050002,中國醫藥大學附設醫院
3536012542,永福診所,,臺中市豐原區社皮里中正路７０１號,(04)25280042,20211230,29101231,HM17060001,澄清綜合醫院中港分院
3536012560,親親診所,,臺中市豐原區田心里中山路１６２號,(04)25312345,20170807,29101231,HM36010003,豐原醫院居家醫療
3536012748,光妍皮膚科診所,,臺中市豐原區中正路３７７號１樓及３７９號２樓,(04)25205892,20200731,29101231,HM36010004,豐之采
3536012748,光妍皮膚科診所,,臺中市豐原區中正路３７７號１樓及３７９號２樓,(04)25205892,20171110,29101231,HM36110001,天使團隊
3536012837,林余安耳鼻喉科診所,,臺中市豐原區興安街１號１樓、２樓,(04)25158008,20171213,29101231,HM36110001,天使團隊
3536012873,保生診所,,臺中市豐原區中正路３１７號,(04)25222367,20200804,29101231,HM36010003,豐原醫院居家醫療
3536012873,保生診所,,臺中市豐原區中正路３１７號,(04)25222367,20220208,29101231,HM36010001,馨豐
3536012917,成功診所,,臺中市豐原區成功路２６５號１樓,(04)25250073,20160622,29101231,HM36010001,馨豐
3536012935,唐偉峰復健科診所,,臺中市豐原區西勢里中山路３７１號,(04)25297228,20160622,29101231,HM36010001,馨豐
3536013003,林宜民診所,,臺中市豐原區中山路３９３號１樓,(04)25209199,20171219,29101231,HM17060002,臺中榮民總醫院
3536020286,東勢朱永泰診所,,臺中市東勢區延平里豐勢路１７２號,(04)25871700,20180122,29101231,HM36110001,天使團隊
3536020286,東勢朱永泰診所,,臺中市東勢區延平里豐勢路１７２號,(04)25871700,20170508,29101231,HM36120001,坪安
3536020295,梁外科診所,,臺中市東勢區北興里豐勢路６１１–１號,(04)25872053,20170401,29101231,HM17060002,臺中榮民總醫院
3536020339,維恩耳鼻喉科診所,,臺中市東勢區豐勢路３７２號１樓,(04)25885413,20200813,29101231,HM36010003,豐原醫院居家醫療
3536020339,維恩耳鼻喉科診所,,臺中市東勢區豐勢路３７２號１樓,(04)25885413,20200812,29101231,HM36110001,天使團隊
3536020339,維恩耳鼻喉科診所,,臺中市東勢區豐勢路３７２號１樓,(04)25885413,20170401,29101231,HM17060002,臺中榮民總醫院
3536020339,維恩耳鼻喉科診所,,臺中市東勢區豐勢路３７２號１樓,(04)25885413,20210414,29101231,HM03190002,長安醫院居家醫療照護團隊
3536020339,維恩耳鼻喉科診所,,臺中市東勢區豐勢路３７２號１樓,(04)25885413,20160513,29101231,HM03070001,平安(原名稱:微笑東勢)
3536020366,張德旺耳鼻喉科診所,,臺中市東勢區豐勢路５５３、５５９、５６１號１樓,(04)25872206,20210817,29101231,HM36010004,豐之采
3536020366,張德旺耳鼻喉科診所,,臺中市東勢區豐勢路５５３、５５９、５６１號１樓,(04)25872206,20170807,29101231,HM36010003,豐原醫院居家醫療
3536021452,長頸鹿小兒科診所,,臺中市東勢區豐勢路４１８號１、２、３樓及４２０號１、２樓,(04)25771809,20171206,29101231,HM17060001,澄清綜合醫院中港分院
3536021452,長頸鹿小兒科診所,,臺中市東勢區豐勢路４１８號１、２、３樓及４２０號１、２樓,(04)25771809,20200819,29101231,HM03070001,平安(原名稱:微笑東勢)
3536021452,長頸鹿小兒科診所,,臺中市東勢區豐勢路４１８號１、２、３樓及４２０號１、２樓,(04)25771809,20240620,29101231,HM03190002,長安醫院居家醫療照護團隊
3536021452,長頸鹿小兒科診所,,臺中市東勢區豐勢路４１８號１、２、３樓及４２０號１、２樓,(04)25771809,20240131,29101231,HM36010003,豐原醫院居家醫療
3536021452,長頸鹿小兒科診所,,臺中市東勢區豐勢路４１８號１、２、３樓及４２０號１、２樓,(04)25771809,20170508,29101231,HM36120001,坪安
3536021452,長頸鹿小兒科診所,,臺中市東勢區豐勢路４１８號１、２、３樓及４２０號１、２樓,(04)25771809,20171026,29101231,HM17060002,臺中榮民總醫院
3536021452,長頸鹿小兒科診所,,臺中市東勢區豐勢路４１８號１、２、３樓及４２０號１、２樓,(04)25771809,20171013,29101231,HM36110001,天使團隊
3536021452,長頸鹿小兒科診所,,臺中市東勢區豐勢路４１８號１、２、３樓及４２０號１、２樓,(04)25771809,20171006,29101231,HM03180001,慈心
3536030353,張漢昌婦產科診所,,臺中市大甲區經國路１９７８巷３號,(04)26817420,20170927,29101231,HM36050001,光田醫院
3536030380,王登源診所,,臺中市大甲區南陽里中山路一段５７６號,(04)26882620,20170927,29101231,HM36050001,光田醫院
3536030433,李婦產科診所,,臺中市大甲區朝陽里民生路２２之２號,(04)26883771,20241016,29101231,HM38030001,馨福
3536030451,琉璃光診所,,臺中市大甲區岷山里順天路３４２號,(04)26873051,20170927,29101231,HM36050001,光田醫院
3536030513,昇和聯合診所,,臺中市大甲區庄美里文武路１９７–８號,(04)26874615,20170927,29101231,HM36050001,光田醫院
3536031725,仁禾診所,,臺中市大甲區中山路一段８５９號１．２樓及８６１號１．２樓,(04)26888106,20241016,29101231,HM38030001,馨福
3536031752,小熊的森林診所,,臺中市大甲區三民路一三二號一、二樓,(04)26805060,20171219,29101231,HM17060002,臺中榮民總醫院
3536031752,小熊的森林診所,,臺中市大甲區三民路一三二號一、二樓,(04)26805060,20171127,29101231,HM36050001,光田醫院
3536031761,宏光診所,,臺中市大甲區鎮政路３號１樓,(04)26882002,20170927,29101231,HM36050001,光田醫院
3536031761,宏光診所,,臺中市大甲區鎮政路３號１樓,(04)26882002,20180413,29101231,HM36110001,天使團隊
3536031832,力倫診所,,臺中市大甲區蔣公路２４６號１樓,(04)26805889,20170906,29101231,HM03180001,慈心
3536031832,力倫診所,,臺中市大甲區蔣公路２４６號１樓,(04)26805889,20200406,29101231,HM36050001,光田醫院
3536040215,洪耳鼻喉科診所,,臺中市清水區中山路１５１－３號,(04)26238611,20170927,29101231,HM36050001,光田醫院
3536040242,趙見福診所,,臺中市清水區靈泉里鎮南街１之２號,(04)26222699,20170927,29101231,HM36050001,光田醫院
3536040279,陳振昆診所,,臺中市清水區清水里中山路127號,(04)26225205,20170927,29101231,HM36050001,光田醫院
3536040279,陳振昆診所,,臺中市清水區清水里中山路127號,(04)26225205,20171026,29101231,HM17060002,臺中榮民總醫院
3536040279,陳振昆診所,,臺中市清水區清水里中山路127號,(04)26225205,20200715,29101231,HM36010004,豐之采
3536040439,嘉佑診所,,臺中市清水區橋頭里高美路１１７–３號,(04)26275066,20170927,29101231,HM36050001,光田醫院
3536041454,太慶診所,,臺中市清水區靈泉里新興路１１６號,(04)26238697,20190619,29101231,HM03180001,慈心
3536041614,蔡神經科診所,,臺中市清水區中山路１３４－２號１－３樓,(04)26222050,20170629,29101231,HM36060001,童一家
3536050131,鴻仁婦產科診所,,臺中市沙鹿區洛泉里中山路１７９號,(04)26625162,20170927,29101231,HM36050001,光田醫院
3536050337,魏重耀婦產科診所,,臺中市沙鹿區北勢里鎮南路二段４１８號,(04)26316988,20171026,29101231,HM17060002,臺中榮民總醫院
3536050337,魏重耀婦產科診所,,臺中市沙鹿區北勢里鎮南路二段４１８號,(04)26316988,20171127,29101231,HM36050001,光田醫院
3536050337,魏重耀婦產科診所,,臺中市沙鹿區北勢里鎮南路二段４１８號,(04)26316988,20171027,29101231,HM36110001,天使團隊
3536050391,高銘診所,,臺中市沙鹿區臺灣大道７段７９１號１樓,(04)26620286,20171026,29101231,HM17060002,臺中榮民總醫院
3536050391,高銘診所,,臺中市沙鹿區臺灣大道７段７９１號１樓,(04)26620286,20191101,29101231,HM03180001,慈心
3536050391,高銘診所,,臺中市沙鹿區臺灣大道７段７９１號１樓,(04)26620286,20210908,29101231,HM36050001,光田醫院
3536050391,高銘診所,,臺中市沙鹿區臺灣大道７段７９１號１樓,(04)26620286,20180413,29101231,HM36110001,天使團隊
3536050391,高銘診所,,臺中市沙鹿區臺灣大道７段７９１號１樓,(04)26620286,20171115,29101231,HM36060001,童一家
3536051549,許煥澤婦產科診所,,臺中市沙鹿區中山路４４９之２號,(04)26625511,20170927,29101231,HM36050001,光田醫院
3536051585,程耳鼻喉科診所,,臺中市沙鹿區中山路３８６之１號,(04)26633990,20170927,29101231,HM36050001,光田醫院
3536051585,程耳鼻喉科診所,,臺中市沙鹿區中山路３８６之１號,(04)26633990,20210219,29101231,HM36110001,天使團隊
3536051585,程耳鼻喉科診所,,臺中市沙鹿區中山路３８６之１號,(04)26633990,20220307,29101231,HM36060001,童一家
3536051601,小太陽小兒科診所,,臺中市沙鹿區興仁里鎮南路二段６３１號,(04)26365757,20200629,29101231,HM36110001,天使團隊
3536051683,孫皓雲診所,,臺中市沙鹿區北勢東路３２９號１樓,(04)26652230,20220307,29101231,HM36060001,童一家
3536051718,真善美診所,,臺中市沙鹿區成功東街１１７、１１９號１樓,(04)26656037,20170927,29101231,HM36050001,光田醫院
3536051736,晨安診所,,臺中市沙鹿區北勢東路６９５號１樓,(04)26520606,20240122,29101231,HM03190003,美安
3536051736,晨安診所,,臺中市沙鹿區北勢東路６９５號１樓,(04)26520606,20241022,29101231,HM03190004,祐健康
3536051736,晨安診所,,臺中市沙鹿區北勢東路６９５號１樓,(04)26520606,20240809,29101231,HM36050001,光田醫院
3536051745,得吉診所,,臺中市沙鹿區北勢東路６９５號１樓,(04)26520606,20240122,29101231,HM03190003,美安
3536051745,得吉診所,,臺中市沙鹿區北勢東路６９５號１樓,(04)26520606,20241022,29101231,HM03190004,祐健康
